"govguareatsleep" "govtakecarewhocant" "govhelpneedy" "improveblackpos" "equalOPP" "poortoodep" "richgetricher" "govwasteful" "age" "agesq.01" "black" "bornagain" "blackbornagain" "rel.catholic" "rel.nonchr" "ed.cat1" "ed.cat3" "ed.cat4" "ed.cat5" "income.1" "income.3" "income.4" "income.dk" "parent" "hispanic" "female" "unborn" "womentradrole" "peacethrustrength" "searchterrorists" "bandangerousbooks" "firegayteachers" "xratedOK" "bush" "gore" "novote" "other"
"131" 3 3 2 1 3 2 3 1 11.1836651767574 1.25074366785816 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 3 2 3 1 1 2 TRUE FALSE FALSE FALSE
"132" 3 4 4 1 4 1 4 1 -5.81633482324258 0.338297507760643 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 4 1 1 1 4 4 FALSE FALSE TRUE FALSE
"133" 1 1 1 1 3 1 4 1 -4.81633482324258 0.231970811295792 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 4 1 4 4 1 2 TRUE FALSE FALSE FALSE
"134" 2 2 2 2 4 2 3 3 -19.8163348232426 3.92687125826857 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 3 2 3 3 3 3 FALSE FALSE TRUE FALSE
"135" 3 4 3 4 3 2 4 1 0.183665176757415 0.000337328971533326 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 1 4 1 1 1 1 3 FALSE TRUE FALSE FALSE
"136" 3 3 3 1 3 2 3 1 -10.8163348232426 1.16993099008490 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 3 2 3 1 2 1 TRUE FALSE FALSE FALSE
"137" 3 2 3 1 3 1 4 1 21.1836651767574 4.48747670320965 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 2 3 1 1 3 1 FALSE TRUE FALSE FALSE
"138" 2 2 1 2 4 1 2 4 -8.81633482324258 0.777277597155199 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 3 3 1 2 1 1 FALSE FALSE TRUE FALSE
"139" 2 3 3 2 3 3 3 3 -6.81633482324258 0.464624204225495 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 2 3 2 3 3 3 2 TRUE FALSE FALSE FALSE
"140" 2 3 2 1 3 2 3 2 -12.8163348232426 1.64258438301461 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 3 2 1 1 1 1 FALSE FALSE TRUE FALSE
"141" 2 2 2 2 3 2 3 2 7.18366517675742 0.516050453717572 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 2 4 2 2 3 3 2 FALSE TRUE FALSE FALSE
"142" 3 3 3 2 3 2 2 2 23.1836651767574 5.37482331027994 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 3 3 2 3 3 3 2 TRUE FALSE FALSE FALSE
"143" 2 3 3 2 4 2 3 2 4.18366517675742 0.175030543112127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 2 3 2 2 3 TRUE FALSE FALSE FALSE
"144" 2 2 2 2 2 2 1 1 -19.8163348232426 3.92687125826857 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 3 1 4 2 2 1 TRUE FALSE FALSE FALSE
"145" 2 2 2 2 4 2 2 3 -9.81633482324258 0.96360429362005 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 3 2 2 3 3 1 TRUE FALSE FALSE FALSE
"146" 2 3 3 1 4 1 2 3 -9.81633482324258 0.96360429362005 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 2 3 3 2 1 3 2 TRUE FALSE FALSE FALSE
"147" 3 2 1 1 1 1 2 2 -3.81633482324258 0.14564411483094 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 2 4 1 3 3 1 2 TRUE FALSE FALSE FALSE
"148" 3 1 1 1 3 1 2 2 1.18366517675742 0.0140106325066816 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 3 2 1 3 1 1 TRUE FALSE FALSE FALSE
"149" 2 4 3 3 4 3 2 2 39.1836651767574 15.3535961668423 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 4 3 4 4 4 4 TRUE FALSE FALSE FALSE
"150" 3 2 2 2 3 2 2 2 -5.81633482324258 0.338297507760643 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 4 4 2 4 4 3 3 FALSE TRUE FALSE FALSE
"151" 2 1 1 2 2 1 1 2 -14.8163348232426 2.19523777594431 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 4 1 1 2 3 2 TRUE FALSE FALSE FALSE
"152" 1 1 1 1 1 1 3 1 17.1836651767574 2.95278348906905 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 3 4 2 2 2 1 3 TRUE FALSE FALSE FALSE
"153" 3 3 2 2 3 2 3 3 22.1836651767574 4.9211500067448 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 3 3 1 2 3 1 TRUE FALSE FALSE FALSE
"154" 2 2 2 1 2 2 2 2 -3.81633482324258 0.14564411483094 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 4 4 2 1 2 4 3 TRUE FALSE FALSE FALSE
"155" 2 2 2 1 4 1 3 4 -24.8163348232426 6.15850474059283 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 4 2 2 1 4 2 FALSE TRUE FALSE FALSE
"156" 4 3 2 1 4 1 4 2 10.1836651767574 1.03707036432302 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 4 1 4 1 1 1 FALSE TRUE FALSE FALSE
"157" 2 3 1 1 3 1 2 2 41.1836651767574 16.9609427739126 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 3 2 2 1 2 3 TRUE FALSE FALSE FALSE
"158" 2 2 2 1 3 1 3 2 -10.8163348232426 1.16993099008490 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 2 4 1 1 4 4 2 TRUE FALSE FALSE FALSE
"159" 3 2 2 1 4 1 2 1 -15.8163348232426 2.50156447240916 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 1 4 3 1 1 TRUE FALSE FALSE FALSE
"160" 3 3 2 2 4 1 3 2 -3.81633482324258 0.14564411483094 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 1 4 3 4 1 4 1 TRUE FALSE FALSE FALSE
"161" 3 4 3 2 4 1 2 2 24.1836651767574 5.84849661381509 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 2 2 1 1 1 TRUE FALSE FALSE FALSE
"162" 3 2 3 2 3 3 2 3 -14.8163348232426 2.19523777594431 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 2 3 2 3 4 4 2 FALSE TRUE FALSE FALSE
"163" 3 2 2 2 4 2 3 1 -7.81633482324258 0.610950900690347 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 3 3 2 2 3 3 3 TRUE FALSE FALSE FALSE
"164" 4 4 4 3 4 2 4 2 -15.8163348232426 2.50156447240916 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 1 1 2 FALSE FALSE TRUE FALSE
"165" 4 4 3 3 4 2 2 3 30.1836651767574 9.11053643502598 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3 1 2 4 4 3 2 FALSE TRUE FALSE FALSE
"166" 3 3 2 2 3 1 3 1 5.18366517675742 0.268703846647275 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 2 3 3 2 2 3 3 TRUE FALSE FALSE FALSE
"167" 4 3 3 3 4 3 3 3 3.18366517675742 0.101357239576978 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 4 1 3 3 3 2 FALSE FALSE TRUE FALSE
"168" 2 2 2 2 4 3 2 3 -0.816334823242585 0.00666402543638502 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 3 2 1 2 3 1 TRUE FALSE FALSE FALSE
"169" 4 4 3 3 4 2 3 2 -18.8163348232426 3.54054456180372 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 1 1 4 1 3 1 1 1 TRUE FALSE FALSE FALSE
"170" 2 2 2 1 4 2 3 1 16.1836651767574 2.61911018553391 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 2 2 3 1 1 1 TRUE FALSE FALSE FALSE
"171" 2 1 1 1 3 1 2 3 -3.81633482324258 0.14564411483094 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 1 2 2 2 2 1 1 1 TRUE FALSE FALSE FALSE
"172" 4 3 3 2 3 2 2 2 -16.8163348232426 2.82789116887401 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 4 2 3 2 1 2 FALSE FALSE TRUE FALSE
"173" 3 4 4 4 4 4 4 2 -23.8163348232426 5.67217804412797 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 4 3 1 1 3 4 FALSE FALSE TRUE FALSE
"174" 3 3 1 1 4 1 3 2 9.18366517675742 0.843397060787868 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 4 2 4 4 4 4 TRUE FALSE FALSE FALSE
"175" 3 2 2 2 4 2 3 2 -12.8163348232426 1.64258438301461 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 3 2 2 3 3 3 FALSE FALSE TRUE FALSE
"176" 2 1 2 1 4 1 2 2 -7.81633482324258 0.610950900690347 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 3 4 3 1 1 4 1 TRUE FALSE FALSE FALSE
"177" 2 2 2 2 3 1 2 3 -9.81633482324258 0.96360429362005 0 1 0 0 0 0 0 1 0 0 1 0 0 1 1 0 1 3 2 2 3 3 1 TRUE FALSE FALSE FALSE
"178" 2 2 2 3 4 3 2 3 -1.81633482324258 0.0329907219012367 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 2 3 3 3 4 3 3 FALSE TRUE FALSE FALSE
"179" 2 3 1 1 1 3 2 3 -4.81633482324258 0.231970811295792 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 3 4 1 3 4 3 3 TRUE FALSE FALSE FALSE
"180" 2 1 1 1 3 1 4 1 -24.8163348232426 6.15850474059283 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 2 1 3 3 3 FALSE FALSE TRUE FALSE
"181" 4 3 3 2 4 2 4 1 20.1836651767574 4.0738033996745 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 3 3 4 1 4 4 FALSE TRUE FALSE FALSE
"182" 1 1 1 1 3 1 2 3 -13.8163348232426 1.90891107947946 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 3 1 3 4 3 2 TRUE FALSE FALSE FALSE
"183" 2 3 1 2 3 2 4 2 12.1836651767574 1.48441697139331 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 4 3 3 4 1 1 FALSE FALSE TRUE FALSE
"184" 1 2 1 1 2 2 1 2 4.18366517675742 0.175030543112127 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 3 4 2 4 3 4 3 FALSE FALSE TRUE FALSE
"185" 4 4 4 4 4 4 4 4 -15.8163348232426 2.50156447240916 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 4 1 4 2 4 4 FALSE TRUE FALSE FALSE
"186" 2 2 2 2 3 2 3 2 -26.8163348232426 7.19115813352253 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 4 2 3 1 1 1 TRUE FALSE FALSE FALSE
"187" 3 3 3 1 4 2 3 3 -14.8163348232426 2.19523777594431 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 2 2 3 3 4 2 FALSE TRUE FALSE FALSE
"188" 3 2 1 2 3 3 2 1 -15.8163348232426 2.50156447240916 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 2 4 4 3 4 3 2 TRUE FALSE FALSE FALSE
"189" 4 2 2 2 4 2 2 3 7.18366517675742 0.516050453717572 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 2 4 2 4 2 4 3 TRUE FALSE FALSE FALSE
"190" 2 2 2 1 3 1 2 2 -5.81633482324258 0.338297507760643 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 3 3 2 1 4 4 3 TRUE FALSE FALSE FALSE
"191" 4 2 4 4 4 3 2 1 -9.81633482324258 0.96360429362005 1 0 1 0 0 0 1 0 0 0 1 0 0 1 0 1 2 3 3 3 3 3 1 FALSE TRUE FALSE FALSE
"192" 2 3 2 2 3 2 3 2 28.1836651767574 7.94318982795569 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 2 3 4 1 1 2 TRUE FALSE FALSE FALSE
"193" 2 3 2 3 3 3 3 2 -5.81633482324258 0.338297507760643 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 4 4 2 4 4 4 3 FALSE FALSE FALSE TRUE
"194" 3 3 3 1 4 2 4 2 16.1836651767574 2.61911018553391 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 3 2 2 1 2 1 TRUE FALSE FALSE FALSE
"195" 4 1 3 2 3 1 1 2 14.1836651767574 2.01176357846361 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 4 1 4 1 1 1 TRUE FALSE FALSE FALSE
"196" 4 4 4 4 4 2 4 2 -13.8163348232426 1.90891107947946 1 0 1 0 0 0 0 1 0 0 1 0 0 1 0 1 1 4 3 4 1 4 1 FALSE TRUE FALSE FALSE
"197" 2 4 3 2 4 1 4 2 -13.8163348232426 1.90891107947946 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 3 3 2 3 4 3 3 FALSE FALSE TRUE FALSE
"198" 3 4 4 3 3 2 1 3 11.1836651767574 1.25074366785816 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 2 1 4 2 1 1 FALSE TRUE FALSE FALSE
"199" 3 3 3 3 3 3 2 2 -25.8163348232426 6.66483143705768 1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 2 4 2 3 4 4 1 FALSE TRUE FALSE FALSE
"200" 2 1 2 1 2 1 2 3 -8.81633482324258 0.777277597155199 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 2 3 2 4 3 4 3 TRUE FALSE FALSE FALSE
"201" 4 1 1 1 4 1 1 2 11.1836651767574 1.25074366785816 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 4 2 3 4 4 2 FALSE TRUE FALSE FALSE
"202" 4 3 4 3 4 2 4 1 9.18366517675742 0.843397060787868 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 4 4 4 4 4 4 FALSE TRUE FALSE FALSE
"203" 4 4 4 1 4 3 4 4 35.1836651767574 12.3789029527017 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1 1 1 3 4 1 1 4 FALSE FALSE TRUE FALSE
"204" 2 3 1 1 3 2 2 4 -21.8163348232426 4.75952465119827 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 4 4 4 3 3 1 FALSE TRUE FALSE FALSE
"205" 2 2 2 1 4 2 2 1 -14.8163348232426 2.19523777594431 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 3 4 2 3 3 4 2 TRUE FALSE FALSE FALSE
"206" 2 3 2 1 3 2 2 1 -9.81633482324258 0.96360429362005 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 3 4 1 4 4 4 4 FALSE FALSE FALSE TRUE
"207" 2 2 2 2 4 2 3 2 33.1836651767574 11.0115563456314 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 3 2 2 1 3 4 TRUE FALSE FALSE FALSE
"208" 4 3 3 4 4 3 3 3 -20.8163348232426 4.33319795473342 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 4 4 1 3 3 2 FALSE FALSE TRUE FALSE
"209" 3 1 3 1 4 2 3 2 -12.8163348232426 1.64258438301461 1 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 1 4 4 4 1 3 4 FALSE TRUE FALSE FALSE
"210" 3 4 3 2 4 4 2 4 6.18366517675742 0.382377150182423 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 3 4 3 4 4 4 3 FALSE TRUE FALSE FALSE
"211" 2 2 2 2 3 3 3 2 -12.8163348232426 1.64258438301461 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 3 2 3 2 3 2 TRUE FALSE FALSE FALSE
"212" 4 3 4 2 4 2 4 1 28.1836651767574 7.94318982795569 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 2 4 3 4 1 3 2 FALSE TRUE FALSE FALSE
"213" 3 3 3 2 3 2 3 1 -11.8163348232426 1.39625768654975 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2 3 3 3 1 4 1 FALSE TRUE FALSE FALSE
"214" 4 4 4 4 4 3 4 3 8.18366517675742 0.66972375725272 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 3 4 3 3 4 4 2 FALSE FALSE FALSE TRUE
"215" 3 3 2 1 3 2 4 1 22.1836651767574 4.9211500067448 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 3 3 3 2 1 3 2 TRUE FALSE FALSE FALSE
"216" 1 1 1 1 1 1 2 3 -18.8163348232426 3.54054456180372 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 3 1 1 3 1 1 TRUE FALSE FALSE FALSE
"217" 1 2 1 1 3 2 2 3 15.1836651767574 2.30543688199876 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 4 3 4 2 2 1 TRUE FALSE FALSE FALSE
"218" 4 3 3 2 3 3 4 3 -9.81633482324258 0.96360429362005 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 2 1 1 1 1 1 3 TRUE FALSE FALSE FALSE
"219" 3 2 3 2 3 3 2 2 3.18366517675742 0.101357239576978 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 4 2 4 3 4 2 FALSE TRUE FALSE FALSE
"220" 2 2 2 2 3 2 2 2 -5.81633482324258 0.338297507760643 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 3 3 4 3 4 1 TRUE FALSE FALSE FALSE
"221" 4 4 3 3 4 3 3 3 9.18366517675742 0.843397060787868 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 3 4 2 3 3 4 3 TRUE FALSE FALSE FALSE
"222" 3 3 3 2 3 2 2 2 14.1836651767574 2.01176357846361 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 4 2 1 1 1 1 TRUE FALSE FALSE FALSE
"223" 3 2 3 2 4 3 2 3 11.1836651767574 1.25074366785816 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 4 3 1 3 3 2 FALSE FALSE TRUE FALSE
"224" 3 3 3 3 3 2 3 2 6.18366517675742 0.382377150182423 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 3 2 2 2 2 2 3 FALSE FALSE TRUE FALSE
"225" 3 3 2 3 4 3 2 3 3.18366517675742 0.101357239576978 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 3 2 1 2 3 1 TRUE FALSE FALSE FALSE
"226" 2 2 2 1 2 1 2 1 8.18366517675742 0.66972375725272 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 3 1 2 2 1 2 TRUE FALSE FALSE FALSE
"227" 3 4 2 1 4 2 3 2 -10.8163348232426 1.16993099008490 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 4 2 4 1 1 1 FALSE TRUE FALSE FALSE
"228" 3 3 3 2 2 3 4 3 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 3 2 3 2 3 3 FALSE FALSE TRUE FALSE
"229" 4 4 3 3 4 1 3 3 -26.8163348232426 7.19115813352253 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 2 3 2 3 3 4 3 FALSE FALSE TRUE FALSE
"230" 4 4 4 3 4 3 4 2 8.18366517675742 0.66972375725272 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 3 1 1 1 1 FALSE FALSE TRUE FALSE
"231" 4 4 4 3 4 2 3 3 -17.8163348232426 3.17421786533886 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 3 3 1 1 1 4 FALSE FALSE TRUE FALSE
"232" 4 4 4 3 4 1 4 2 -13.8163348232426 1.90891107947946 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1 4 1 3 2 4 2 FALSE TRUE FALSE FALSE
"233" 2 3 2 1 3 2 3 3 7.18366517675742 0.516050453717572 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 2 3 1 4 4 3 3 FALSE TRUE FALSE FALSE
"234" 2 2 2 2 2 2 2 2 4.18366517675742 0.175030543112127 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 2 1 3 3 3 1 TRUE FALSE FALSE FALSE
"235" 4 4 3 3 3 2 3 2 6.18366517675742 0.382377150182423 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 1 3 1 2 3 FALSE FALSE TRUE FALSE
"236" 3 2 2 2 3 2 3 1 17.1836651767574 2.95278348906905 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 3 4 1 2 2 4 3 FALSE FALSE TRUE FALSE
"237" 4 2 2 1 3 2 4 1 15.1836651767574 2.30543688199876 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 4 1 1 1 1 4 FALSE TRUE FALSE FALSE
"238" 3 4 3 2 3 2 2 3 4.18366517675742 0.175030543112127 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 1 1 1 1 1 TRUE FALSE FALSE FALSE
"239" 2 2 2 4 3 1 4 2 -5.81633482324258 0.338297507760643 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 3 3 2 2 2 2 TRUE FALSE FALSE FALSE
"240" 4 3 3 2 4 2 3 3 -15.8163348232426 2.50156447240916 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 1 4 1 1 4 4 2 FALSE FALSE TRUE FALSE
"241" 3 3 2 1 4 2 2 4 15.1836651767574 2.30543688199876 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 3 1 3 1 TRUE FALSE FALSE FALSE
"242" 2 1 4 4 4 1 4 3 32.1836651767574 10.3578830420963 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 4 1 1 1 4 4 FALSE FALSE FALSE TRUE
"243" 2 2 1 2 4 1 3 2 -9.81633482324258 0.96360429362005 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 4 2 1 1 1 1 TRUE FALSE FALSE FALSE
"244" 2 2 2 1 4 1 2 2 5.18366517675742 0.268703846647275 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 4 1 4 4 1 2 TRUE FALSE FALSE FALSE
"245" 3 3 1 1 4 2 4 1 17.1836651767574 2.95278348906905 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 4 2 1 2 2 3 FALSE FALSE TRUE FALSE
"246" 2 4 3 2 4 4 3 3 -0.816334823242585 0.00666402543638502 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 4 3 4 3 4 2 FALSE TRUE FALSE FALSE
"247" 3 1 2 2 3 1 2 3 -7.81633482324258 0.610950900690347 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 1 4 1 3 3 2 1 TRUE FALSE FALSE FALSE
"248" 4 4 4 2 4 4 4 2 3.18366517675742 0.101357239576978 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 1 4 1 1 1 FALSE TRUE FALSE FALSE
"249" 2 2 2 2 3 2 2 2 20.1836651767574 4.0738033996745 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 2 2 1 1 1 3 3 TRUE FALSE FALSE FALSE
"250" 4 3 3 1 4 2 3 1 14.1836651767574 2.01176357846361 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 3 3 4 3 2 1 3 FALSE FALSE TRUE FALSE
"251" 2 2 2 1 3 1 3 1 5.18366517675742 0.268703846647275 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 4 2 1 1 1 1 TRUE FALSE FALSE FALSE
"252" 1 1 4 1 1 1 4 1 36.1836651767574 13.0925762562369 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 4 1 4 4 1 1 1 FALSE FALSE TRUE FALSE
"253" 3 1 3 3 4 1 3 3 -26.8163348232426 7.19115813352253 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 3 3 2 1 2 3 2 TRUE FALSE FALSE FALSE
"254" 3 3 1 1 3 2 2 3 -9.81633482324258 0.96360429362005 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 3 3 1 1 4 4 2 FALSE FALSE TRUE FALSE
"255" 4 2 2 1 2 2 3 2 0.183665176757415 0.000337328971533326 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 3 4 1 3 3 3 2 TRUE FALSE FALSE FALSE
"256" 4 4 4 3 4 3 4 3 20.1836651767574 4.0738033996745 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 3 2 1 2 3 1 FALSE TRUE FALSE FALSE
"257" 4 4 3 1 4 3 4 2 9.18366517675742 0.843397060787868 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 4 1 4 1 2 3 FALSE TRUE FALSE FALSE
"258" 2 2 2 3 3 2 3 3 -26.8163348232426 7.19115813352253 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 2 3 2 2 3 2 TRUE FALSE FALSE FALSE
"259" 3 3 3 2 4 2 4 3 -20.8163348232426 4.33319795473342 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 2 4 3 3 2 4 3 FALSE TRUE FALSE FALSE
"260" 3 2 2 2 3 2 3 2 5.18366517675742 0.268703846647275 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 2 3 2 2 3 3 2 FALSE FALSE TRUE FALSE
"261" 3 2 3 2 3 2 3 3 -14.8163348232426 2.19523777594431 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 3 4 3 2 4 3 2 FALSE TRUE FALSE FALSE
"262" 3 3 3 3 4 2 4 2 -22.8163348232426 5.20585134766312 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3 4 1 4 2 4 3 FALSE FALSE TRUE FALSE
"263" 3 3 4 3 4 2 3 3 -21.8163348232426 4.75952465119827 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 2 4 1 4 1 1 4 FALSE FALSE TRUE FALSE
"264" 4 3 2 4 4 2 4 2 -19.8163348232426 3.92687125826857 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 4 3 4 1 3 3 FALSE TRUE FALSE FALSE
"265" 2 2 2 1 3 2 3 2 -12.8163348232426 1.64258438301461 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 3 4 3 4 4 4 2 FALSE TRUE FALSE FALSE
"266" 4 4 4 1 4 1 4 4 3.18366517675742 0.101357239576978 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 3 1 1 4 4 FALSE TRUE FALSE FALSE
"267" 3 3 3 3 4 2 4 3 -8.81633482324258 0.777277597155199 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 4 3 1 1 1 2 FALSE TRUE FALSE FALSE
"268" 3 1 4 3 4 3 4 1 -11.8163348232426 1.39625768654975 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 2 4 2 4 3 3 4 FALSE TRUE FALSE FALSE
